video_id,channel_id,published_date,category_name,duration,tags,description,on_trending_date,off_trending_date,on_rank,off_rank,on_views,off_views,on_likes,off_likes,on_dislikes,off_dislikes,on_comments,off_comments,on_channel_subscribers,off_channel_subscribers,on_channel_total_views,off_channel_total_views,on_channel_total_videos,off_channel_total_videos
VTCMl,CHZeHMS,2021-04-14,Sports,PT9M43S,류현진|류현진 하이라이트|류현진 승리|류현진 현지해설|류현진 현지반응|류현진 현지언론|대니얼김|토론토블루제이스|토론토|류현진 현지|류현진 중계|dktv|MLB|해설위원|대니얼김 류현진|류현진 배지현,토론토 블루제이스 벅 마티네즈 스포츠넷 해설이 말하는 류현진 그리고 그의 비밀! 류현진에겐 비밀 무기가 따로 있다? 어제 경기에서 무엇이 달랐나? 더니던에서 마티네즈 해설위원을 직접 만나봤습니다! danielkimww@gmail.com.                 #dktv #류현진 #현지해설위원,2021-04-16,2021-04-16,36,36,148229,148229,3012,3012,42,42,158,158,106000,106000,51372196,51372196,2025,2025
VTDMF,CH7F6UD,2021-07-01,Education,PT4M3S,사물궁이|과학|호기심|궁금증|잡학|지식|벌레|죽은 벌레|벌레 배|벌레 이유|곤충|살충제,"항상 그런 것은 아니지만 죽어있는 벌레들을 보면 배를 보인 채 죽어있는 경우가 많습니다. 상식적으로 죽기 직전에 배를 뒤집을 이유는 없기에 주제의 의문이 생기는데, 왜 죽어있는 벌레는 배를 보인 채 죽었을까요?- 사물궁이 유튜브 채널 구독 : https://bit.ly/SMGI_Follow- 사물궁이 시리즈 정주행 : https://bit.ly/SMGIplaylist- 궁금증 제보 : https://forms.gle/1JZD3e926qFrib1J7- 유튜브 멤버십 가입 : https://youtube.com/channel/UC7F6UDq3gykPZHWRhrj_BDw/join- E-Mail : facebookspeedwg@gmail.com ※ 참고자료·논문자료·자문 등 도움- 곤충: https://ko.wikipedia.org/wiki/%EA%B3%A4%EC%B6%A9- 거미 다리엔 뼈·근육 없대요: https://biz.chosun.com/site/data/html_dir/2006/09/14/2006091460007.html- 분자·세포생물학백과: https://terms.naver.com/entry.naver?docId=5568910&cid=61233&categoryId=61233: https://terms.naver.com/entry.naver?docId=5569204&cid=61233&categoryId=61233- 활동전위: https://ko.wikipedia.org/wiki/%ED%99%9C%EB%8F%99%EC%A0%84%EC%9C%84- 신경 세포: https://ko.wikipedia.org/wiki/%EC%8B%A0%EA%B2%BD_%EC%84%B8%ED%8F%AC- 시냅스: https://ko.wikipedia.org/wiki/%EC%8B%9C%EB%83%85%EC%8A%A4- 살충제의 작용기작: https://blog.daum.net/k0ks0/5885795▪ 배경음악: After the Soft Rains - South London HiFi (유튜브 오디오 라이브러리): When Johnny Comes Marching Home - Cooper Cannell (유튜브 오디오 라이브러리): We March Together - Patrick Patrikios (유튜브 오디오 라이브러리)▪ 음향효과 : 상업적 목적으로 이용할 수 있는 공정자료 이용 및 자체제작▪ 기타 사진·영상 : 상업적 목적으로 이용할 수 있는 사진과 영상 이용▪ 애니메이션 감독 : Studio C▪ 썸네일·인/아웃트로·효과음·자막 등 : 사물궁이 잡학지식#사물궁이 #궁금증 #호기심 #과학 #벌레 #곤충 #죽은벌레 #벌레이유 #살충제Copyright. 사물궁이 잡학지식. All rights reserved",2021-07-03,2021-07-04,25,48,317525,386371,6227,7086,85,110,985,1093,1320000,1320000,199724299,200046215,269,269
VTDZs,CHYRrUD,2021-07-29,Sports,PT5M5S,한일전|허광희|배드민턴|셔틀콕,세계 랭킹 38위의 허광희가 1위 일본인 선수를 꺾고 8강에 올랐습니다. 무려 10연속 득점하며 경기의 흐름을 확 바꿔버렸는데요. 그 장면 함께 보시죠. #한일전 #허광희 #배드민턴 #셔틀콕,2021-07-31,2021-07-31,11,11,2505086,2505086,32006,32006,494,494,5547,5547,750000,750000,1504850288,1504850288,3634,3634
VTGOy,CHHj3qb,2021-05-11,Film & Animation,PT2M38S,호돌이영상툰|영상툰|일상|썰툰,"어머니를 죽음에 이른 도박꾼 아들..───────▼─호돌이 영상툰─▼─────호돌이 영상툰에 오신걸 환영합니다! ^_^사연을 영상툰으로 만듭니다.영상으로 만드는 과정 중 각색 및 허구가 있음을 알려드립니다구독 & 좋아요 알람설정 부탁드립니다!─────────────────────────────────────────▲ 호돌이 영상툰 구독하기 → https://bit.ly/2ATbQ8B▲ 영상 제보하는법 → 카카오톡 플러스친구 호돌이 영상툰 검색 후에 친구추가 해서 사연보내주세요!▲ 배경음악: https://www.youtube.com/watch?v=FFxnZg4UJhs이야기의 출처는 제보 or 인터넷 유명 이야기들 or 창작 및 각색 입니다#영상툰 #일상 #썰툰#도박꾼#감동툰─────────────────────────────────────────광고, 협찬 및 모든 문의는 hodoli0high@gmail.com으로 보내주세요!  감사합니다!",2021-05-13,2021-05-13,42,42,95785,95785,1870,1870,66,66,264,264,0,0,277349853,277349853,1754,1754
VTHAW,CHkkWd0,2021-05-05,People & Blogs,PT2M9S,,#도경완 #장윤정 #도연우 #도하영,2021-05-07,2021-05-08,9,25,846673,1004215,31463,34070,328,386,0,0,229000,235000,3573735,4012521,3,3
VTIyG,CH1-lwA,2021-06-29,Entertainment,PT8M39S,교양만두|지식|교양|궁금증|호기심|알쓸신잡|라면|한국|한국인|삼양라면|신라면|농심|오뚜기|팔도|인문|역사|한국사|음식|야식|먹방|썰툰|영상툰|웹툰|역사채널e|기생충|짜빠구리|짜파구리|짜파게티|팔도비빔면|쫄병스낵|광고|옛날광고|cf|추억|검정고무신|둘리,"배고플 때, 개빡칠 때, 심지어 다이어트를 할 때도어김없이 떠오르는 한국인의 소울 푸드 라면.실제로 한국인 1인당 라면 소비량은 세계 1위.이 정도면 ‘라면의 민족’이라고 해도 과언이 아닌데요.그렇다면 한국의 라면은 언제부터 시작되었을까요?처음부터 꼬불꼬불한 모양과 매운 맛으로 만들어졌을까요?오늘의 교양 만두는 '한국의 민속 음식 라면사(史)’에 대한 이야기입니다.지식이 고플 만두하지? B급 교양 채널 '교양만두'이야기가 유익하셨다면, 좋아요와 구독하기 눌러주세요!일러스트 l 강동한#라면 #한국음식 #한국인 #한국인종특 #교양만두* 참고 문헌『라면의 재발견』 l 김정현, 한종수 l 따비동그란 라면의 비밀…궁금해요?(EBN 뉴스, 2012.11)신라면 한봉지 면발 길이 쟀더니…“ (중앙일보, 2018.09)“라면 면발은 왜 노란색일까”(이데일리, 2020.06)“맵고 구수한 ‘한국형 라면’이 탄생하기까지”(조선일보, 2021.04)* 참고 사이트- 농심 라면 역사관: http://www.nongshim.com/ramyun/history2- 삼양 공식 블로그: https://blog.naver.com/samyangfoods",2021-07-01,2021-07-03,5,42,391602,554449,10074,12142,161,232,1436,1613,446000,449000,63832542,64795099,74,75
VTJ8f,CH-FQUI,2021-07-27,Music,PT3M58S,BTS|live lounge|bbc radio1|permission to dance,Get your dance moves at the ready!!  BTS perform their latest single 'Permission to Dance' in the Live Lounge.,2021-07-29,2021-07-31,3,9,4685301,6750336,661992,773171,2542,3606,18860,20889,7510000,7540000,3152030622,3162174541,4406,4409
VTN_n,CHB11SA,2021-07-14,Science & Technology,PT22M30S,주연,"*LG전자의 지원을 받아 제작한 영상입니다*혼자서 이동식에어컨 설치부터 소음측정, 온도변화 측정까지 해봤어요.생각보다 설치가 어렵지 않아서 뚝딱뚝딱! 금방 끝냈습니다😌 이번에는 구독자 분들을 위한 이벤트도 준비 했는데요, 아래 공지사항 확인해주세요!📍엔딩곡: 주연(ZUYONI) - 시작의 시작(Start)📍들으러 가기: https://lnk.to/ZUYONI📍제품명: LG 이동식 에어컨 PQ08DBWAS 📍제품정보: https://www.lge.co.kr/air-conditioners/pq08dbwas📍이벤트공지-‘이동식 에어컨에서 가장 마음에 드는, 또는 기대되는 점’ 댓글 남겨주신 분들 중 한 분을 추첨하여 ‘LG 이동식 에어컨 PQ08DBWAS‘ 한 대를 보내드립니다.-당첨자 발표까지는 구독 정보를 '공개'로 전환해 주세요.-중복 댓글은 제외합니다. 댓글은 1개만 남겨주세요.-추첨방법: 중복 제외 랜덤 추첨 프로그램 사용-기간: 7월 14일부터 7월 21일까지-당첨자 발표: 7월 23일 본 유튜브 커뮤니티 공지-당첨자 본인에게 제세공과금(22%) 처리를 위한 개인정보를 요청할 수 있습니다.-경품에 대한 제세공과금은 (주)플레이다에서 부담합니다.00:00 시작01:04 개봉기01:44 셀프 설치 방법04:32 이동식씨가 누구세요05:16 이동식과 창문형07:06 제품 살펴보기08:46 물통, 비워야 하나요?10:02 모드별 소음 측정11:55 온도 변화 측정(냉방성능)14:10 냉방 면적14:46 제습15:00 전기세15:42 LG 씽큐 원격제어 사용법19:12 장단점 정리✔️미리 협의되지 않은 경우 본 영상을 비영리, 영리적 목적으로 사용하실 수 없습니다.✔️ 제작: 주연 / 편집: 수정💜 instagram: https://www.instagram.com/zuyoni/💜 E-mail: springofjuyeon@gmail.com..✔️ Tag: 에어컨, 이동식에어컨, 듀얼 인버터 에어컨, 이동식에어컨 창문형에어컨 차이, 정속형 인버터 차이, LG전자 이동식 에어컨#LG이동식에어컨 #LG에어컨 #에어컨추천",2021-07-16,2021-07-17,33,42,408911,656120,5946,7829,211,340,6852,8384,431000,433000,61724077,62074070,172,172
VTO5p,CH2qVOO,2021-05-30,Sports,PT10M4S,황의조|보르도|리그앙|로리앙|황의조도움|황의조골|프랑스리그|탈압박,다음 영상을 위해 구독해주세요 !Please subscribe for the next video인스타그램 문의 https://www.instagram.com/kldh_dh/#황의조 #보르도 #장루이가세 #리그앙 #탈압박,2021-06-01,2021-06-03,7,43,1810786,2417942,7057,8876,355,479,664,807,148000,148000,212242390,213818681,408,409
VTOW2,CHPhHBE,2021-06-27,People & Blogs,PT29S,,#shorts,2021-07-01,2021-07-01,42,42,786543,786543,15115,15115,1597,1597,0,0,61700,61700,56097411,56097411,126,126
VTPRd,CHDV9zg,2021-05-04,People & Blogs,PT10M44S,,참가자들에게 향한 비난은 예고없이 삭제될 수 있습니다#가오가이 #머니게임 #4번 #전기 #7번,2021-05-06,2021-05-08,3,16,706443,1180399,7224,11247,242,425,1736,2160,160000,320000,8168770,11811538,41,42
VTPnv,CHxQXvv,2021-05-20,Entertainment,PT14M17S,이말년|침착맨|주호민|침착맨 주호민|침펄|주펄|말년을건강하게|김계란|피지컬갤러리|운동|헬스|계란짐|철원|데드리프트|3대|3대 측정|삼대 측정|스쿼트|바벨 스쿼트|벤치프레스|보디빌더|쏘영이|역도|국가대표|또대측정|커트앵글|스쿼트 중량 측정|3대 대결|3대 측정 대결|이말년 3대|이말년 삼대|김계란 3대|김계란 삼대|스트레칭|근육|가짜사나이|가짜사나이 김계란|김계란 공혁준|김계란 얼굴|런닝맨 김계란|운동 유튜브|헬스 유튜브|유산소 운동|다이어트|복근 운동|어깨 운동|하체 운동|헬스 트레이너|헬스장|남자 헬스|피트니스|PT|마사지|GYM|Work Out|트레이닝|홈트|땅끄부부|이말년 웹툰|침투부|말년|말년을 행복하게|말년을 행복하게 시즌 2|침펄 토론|침펄풍|기안84|이말년 갤러리|이말년 유튜브|이말년 주호민|병맛|B급|긴착맨|엠드로메다|M드로메다|머니게임|공혁준|기안|말왕,"침착맨의 노후대비 운동입문기‘말년을 건강하게’매주 목요일 오후 6시!3대 100(?)이라는 자칭 약골 이말년과두상만큼은 김계란과 동급인 주호민의본격 3대 중량 측정 대결!! 마음만큼은 국가대표인 빨강, 파랑 나시맨들계란짐을 뒤집어놓으셨다 워후#침착맨 #주호민 #김계란 #이말년 #침펄 #운동 #헬스 #3대 #바벨스쿼트 #벤치프레스 #데드리프트 #계란짐 #피지컬갤러리 #말년을건강하게",2021-05-22,2021-05-22,34,34,275710,275710,4876,4876,69,69,1086,1086,89600,89600,12932484,12932484,56,56
VTQtH,CH3dJKw,2021-06-03,Science & Technology,PT14M8S,경기바다,과유불급다시 가고싶다 경기바다.....MUSIC PROD BY. AVERZI이 영상은 경기바다의 지원으로 제작되었습니다.,2021-06-05,2021-06-05,19,19,563786,563786,17772,17772,104,104,1610,1610,287000,287000,16414029,16414029,21,21
VTSp2,CHLtOnh,2021-06-20,Entertainment,PT58M1S,자연인|레전드|나는 자연인이다|MBN|이승윤|윤택|전설의 눈빛|다시보기|풀영상|전참시|전지적 참견시점|먹방|비박|캠핑|차박|집시맨|Man vs Wild|김용호|공식채널|여자편|말벌|멧돼지|영지버섯|라면,"MBN 공식 '나는 자연인이다' 채널입니다. 구독💖, 좋아요👍,  알람(🔔) 설정하면 매일 오후 6시 '힐링 영상'을 놓치지 않고 만날 수 있습니다.구독은 사랑입니다^^☞ 자연인 구독하기 : https://bit.ly/2NIt1CP☞ '나는 자연인이다' 본방송: 매주 수요일 밤 9시 50분☞ 주요영상✅ 자연인 20분 연속보기: https://www.youtube.com/watch?v=Gz8t_vFBHVE&list=PLCcVVysKhhY0eD4VNONTWc3noij8bc-ZM✅ 자연인 모음집 연속보기: https://www.youtube.com/watch?v=XrLt7x37_iw&list=PLCcVVysKhhY0NNC-MtXAz4SYVXMXvyBx9✅ 레전드 자연인 연속보기: https://www.youtube.com/watch?v=9myUiK4X4E0&list=PLCcVVysKhhY31yVhtub90PanM_lJ9B34Y✅ 자연인 풀영상 연속보기: https://www.youtube.com/watch?v=Zss4sH59F4s&list=PLCcVVysKhhY2001FREfU_WCWVouJaPQ90여러분과 함께 힐링하겠습니다!!! ▶▶ 광고 및 비즈니스 문의: goodtips4@gmail.com#자연인 #레전드 #나는자연인이다 #MBN #이승윤 #윤택 #출연자 #전설의눈빛 #집시맨 #먹방 #비박 #캠핑 #차박 #다시보기 #풀영상 #Man_Vs_Wild #전참시 #전지적참견시점",2021-06-22,2021-06-24,14,40,111598,185490,1654,2358,86,142,65,94,47800,49100,15641526,16128187,179,181
VTTXS,CHhE5nZ,2021-05-04,Entertainment,PT10M26S,공대생|파뿌리|핫도그|쯔양|히밥|웅이|유노|푸파|먹방|100개|라면,#컵라면 #빨리먹기 #유노문의는 gds@videovillage.co.krhjsbjh2@gmail.com 으로 부탁드려요!공대생 김하나 먹방 컵라면 빨리먹기 많이먹기 대결 유노 웅이 히밥,2021-05-06,2021-05-07,15,45,482938,575399,6742,7736,356,438,772,830,2070000,2070000,1308821971,1309682774,1376,1377
VTWb4,CHLJNGm,2021-04-27,People & Blogs,PT8M47S,양봉|프응|양봉업자|분봉|여왕벌|말벌|꿀벌|벌|꿀,양봉이즈베리디피컬트프응TV 인스타그램: honeybeefather문의 메일: sph-w4100@naver.com프응 아버지가 운영하는 펜션:https://m.place.naver.com/accommodation/1394697949/home?entry=plt&businessCategory=pension,2021-04-29,2021-05-01,11,50,256530,353187,4040,4903,56,82,542,661,276000,278000,61600512,62398241,135,136
VTXfz,CHtfGLm,2021-06-18,People & Blogs,PT38M33S,체인지그라운드|changeground|오건영|자산|경제|우리나라 경제|부의 시나리오|부의 대이동|신한은행 부부장|금융|투자|투자방법,"오늘의 게스트:오건영 신한은행 IPS그룹 부부장현) 신한은행 IPS그룹 부부장미국 공인회계사(AICPA) 등 다수의 금융 관련 자격 보유'삼프로TV'에서 ‘금융천재’, ‘금리 전문가’, ‘갓건영’으로 불리며140만 구독자의 사랑을 받고 있다.전) 신한 AI ADVISORY 본부,신한금융지주 디지털전략팀신한은행 WM사업부 근무미국 에모리 대학교 고이주에타 경영대학원 졸업저서:부의 시나리오(2021)부의 대이동(2020)앞으로 3년 경제전쟁의 미래(2019)참고:오건영 부부장님의 부의 시나리오📕를 소개합니다.👉 https://han.gl/GVJak오건영 페이스북https://han.gl/mA9nT네이버 카페 '오랑's Essay in Atlanta'https://han.gl/jctGz체인지그라운드 출연 신청 / 광고 문의:info@changeground.com#웅이사의책터뷰",2021-06-21,2021-06-21,44,44,201617,201617,5652,5652,150,150,175,175,1190000,1190000,210418805,210418805,2941,2941
VTaPJ,CH_Fxf0,2021-05-13,Entertainment,PT10M24S,스카이|베트남|코이티비|푸파|옆집형|sky|코이티비스카이|koitv|강하늘|kang haneul|vietnam|유니asmr|mukbang|big food|challenge|giant food,*스카이 인스타 @cogaisky (https://www.instagram.com/cogaisky/?hl=ko)*비즈니스 문의monstaz.vn@gmail.com,2021-05-15,2021-05-16,23,49,346927,408789,13323,13980,236,266,1252,1280,312000,314000,22627897,23103896,34,35
VTcGc,CH2qVOO,2021-03-27,Sports,PT3M7S,황의조|리그앙|마비디디|삼비아|보르도|몽펠리에|PSG,다음 영상을 위해 구독해주세요 !Please subscribe for the next video동현 인스타https://www.instagram.com/kldh_dh/나현 인스타 https://www.instagram.com/nahyeonzzi/#황의조 #삼비아 #마비디디,2021-03-29,2021-04-01,13,47,1101249,1604786,3503,4516,285,430,474,611,138000,139000,173481297,176316928,337,338
VTeTQ,CHTv-Xv,2021-04-10,Sports,PT3M8S,liga|laliga|laliga santander|football|resumen|goles|highlights|goal|gol|sp:dt=2021-04-10T19:00:00Z|sp:ti:home=rma|sp:ti:away=fcb|sp:ty=high|sp:or=2|sp:li=liga|sp:vl=en|polémica|polemica|controversy|Zidane|Koeman|Messi|Valverde|Lucas Vázquez|Lucas Vazquez|Courtois|Ter Stegen|Jordi Alba|Dest|Griezmann|Araujo|Casemiro|expulsión|expulsion|Mingueza|Sergi Roberto|Nacho Fernández|Nacho Fernandez|flash|interview|entrevista|Ilaix|Mendy|Braithwaite|Vinicius Jr|#ElClasico|El Clasico,Real Madrid wins El Clasico against FC Barcelona thanks to a back-heeled goal from Benzema and Kroos' goal from a direct free kick #RealMadridBarça #ElClásico Matchday 30 LaLiga Santander 2020/2021Suscríbete al canal oficial de LaLiga Santander en HD http://goo.gl/Cp0tCSubscribe to the Official Channel of LaLiga in High Definition http://goo.gl/Cp0tCLaLiga Santander on YouTube: http://goo.gl/Cp0tCLaCopa on YouTube: http://bit.ly/1P4ZriPLaLiga SmartBank on YouTube: http://bit.ly/1OvSXbiFacebook: https://www.facebook.com/laligaTwitter: https://twitter.com/LaLigaInstagram: https://instagram.com/laligaGoogle+: http://goo.gl/46Py9,2021-04-12,2021-04-13,23,42,3539648,4511537,45461,52965,2322,2886,2816,3560,6590000,6600000,1798464239,1804459808,36142,36147
